userName,score,at,content
Calvin Calvin,1,02/19/2023 12:41:00,"Aplikasi maling, saya dari tgl 18 Februari 2023 bayar tagihan indi home lewat aplikasi ini statusnya processing terus. Sampe skrg tgl 19 Februari malam uang saya gak masuk masuk. Ga jelas ga tau kemana uang saya,kalo memang gak bisa mending tutup aja aplikasi ini"
Shasha Rose,3,02/19/2023 11:47:00,"kurang rekomend setelah pandemi lebih baik punya kendaraan sendiri. Naik grab nunggu lama banget, 2 menit di aplikasi malah nunggu 10 menitan. Belum lagi drivernya banyak gk tau arah jalan"
Fitri Yaningsih,1,02/19/2023 08:23:00,"Hari ini mau order di Grab Mart. Nyoba dari Pukul 11.30, sampai Pukul 15.20 belum berhasil2. Kendalanya adalah saat order di salah satu mart, dan klik menu, tiba2 aplikasi mental, aplikasi kembali ke menu utama grab. admin mohon di bantu, itu knp ya ?"
musbonzz,5,02/19/2023 08:17:00,"Buatlah aplikasi yang bagus dan senyaman mungkin untuk customer , karna ada banyak driver yang membutuhkan orderan."
Dennis Alfaris,5,02/19/2023 07:56:00,Ramah dan cepat pengirimannya
Ahmad Rifai,1,02/19/2023 07:37:00,"Harga di aplikasi kemahalan dari aslinya, ada biaya tambahan lagi, tolong lah d sesuaikan. Kasian drivernya klo sepi pesanan"
retno hariani,3,02/19/2023 07:24:00,kalo pake promo suka pada ga mau ngambil driver nya driver mobil khusus nya
Aris Purwandi,1,02/19/2023 07:08:00,"Saya pesan Grabfood seringnya dikasih driver yang double order, ujung-ujungnya lama karena harus ngantar pesanan di tempat lain dulu. Padahal driver Grab di sekitar lokasi banyak. Kayak kekurangan driver aja. Benar-benar di luar nalar."
Fitroh Cahaya Ningrum,2,02/19/2023 06:07:00,"Sering ngelag, padahal internet bagus. Buka apk lain okeÂ² aja tapi pas buka grab malah putih doang layar nya."
Mustika Rani,4,02/19/2023 06:05:00,"Secara keseluruhan cukup bagus, hanya saja ada beberapa pesanan yang harus dibatalkan karena tempatnya tutup tapi di aplikasi masih buka, kedepannya tolong dipastikan tempatnya buka atau tutup dulu di aplikasinya ya"
BDL RZL,1,02/19/2023 05:51:00,Makin jelek ni apk biasa nya apk makin lama makin bagus ini makin lama makin tambah ngasal
Tiikaa 91,1,02/19/2023 04:26:00,Mau masuk ke akun sendiri aja rudetna mnta ampun! Bolak balik gmail dan apk tapii gabisa terus. Jelek bgt skrg grab! Keburu males pakenya jg
Nur Azizah,1,02/19/2023 04:19:00,"Pelayanan dan penanganan masalah yg sangat lambat, ribet dan tidak terselesaikan"
Music adalah hidup saya,1,02/19/2023 04:03:00,"Padahal sinyal bagus dan lancar, tapi kenapa pas buka grab food gk ada gambar nya"
Abdoel Hasan,5,02/19/2023 02:28:00,aplikasi yang bermanfaat sekali untuk perjalanan singkat
Lia Hamidah,1,02/19/2023 00:55:00,"Udah berapa kali pesan in driver disitu nya 1 menit nyampe, ternyata ada yg 15 menit smpe 20 menit baru nympe. Knp kya gtu yah? Malah pernah naik yg mobil baru duduk udah dimintain uang tambahan trs pas diperjalanan maksa minta di cancel mungkin biar ga dikasih rating jelekðŸ¤¦â€?â™€ï¸?"
Tri Herlina,1,02/18/2023 18:45:00,Kok susah nentuin titik lokasinya...padahal lokasi tempatnya idah terdaftar di map...tapi di grab lokasinya gak ada...jadi mo pesen lewat grab males karena titiklokasinya gak bisa...
Tia Tiur,5,02/18/2023 15:07:00,"baso nya enak, sesuai yg saya minta, grab nya juga tanggap, mantap pokonyaðŸ‘?"
Robert Hartono,5,02/18/2023 13:37:00,"pelayanan grab ramah, tepat waktu, pengantarannya cepat"
iskar bahaji,1,02/18/2023 13:34:00,aplikasi taik aplikasi sampah gak mutu driver nya pun banyak yg gak da etika uninstal ðŸ‘?ðŸ‘?ðŸ‘?ðŸ‘?ðŸ‘?
Prima ID,1,02/18/2023 12:08:00,Ga bereess. Aplikasi error. Masa saya ingin menautkan kartu saja tidak bisa baik Visa atau Mastercard dari berbagai bank sudah saya coba tetap saja gagal. Padahal diaplikasi sebelah sekali nyoba langsung berhasil
Meilina City,5,02/18/2023 11:56:00,"kurirnya baik bget sabar nyari alamat,ramah banget kliatan baik hatinya...sehat terus mas kurir"
RAW Digital,1,02/18/2023 11:21:00,Gila pesen makanan 2 jam belum beres. Di cancel ga bisa. Makin sini makin parah. Estimasinya 40 menit makannya order.
santhi adriyati,1,02/18/2023 10:34:00,Tiap mau dipakai apk minta diupdate dan menghapus apk yg lain. Setelah di update selesai waktu menginstal gagal terus. Dan akhirnya meminta update ulang dan meminta ruang yg mengharuskan ada apk lain yg dihapus. Sebenarnya sudah lama sangat tidak puas dengan grab.
Nia Rosmiati,5,02/18/2023 07:15:00,"Mantap sih ada nyaa grab ini membantu banget, minim ongkos karna sesekali dapat promo, menghemat biaya perjalananðŸ‘?"
Amallia Lestari,3,02/18/2023 06:17:00,"Tolong yaa untuk sistem pembatalan pesanan jangan di persulit Krna saya ingin membatalkan pesanan,krna pesanan yang saya ingin tidak tersedia tapi tetep ga bisa Kasian abangnya harus nunggu lama"
Cahaya Annisa,1,02/18/2023 04:03:00,"Gak usah bikin bikin mode hemat lah. Kalau harus nunggu cariin driver sampe 30 menit, ujung ujungnya di cancel otomatis. Oalah gojek gojek mau ngasih pelayanan gratis, tapi gak ikhlas. Mana biaya layanan makin gak masuk akal."
Olivee,1,02/18/2023 02:34:00,"Mapnya sekarang suka loncat2 gak jelas , tolong di perbaiki lagi sistemnya"
Sobari Tea,2,02/17/2023 23:23:00,"Parah sangat, memperifikasi juga ga cukup waktu 15 menit, mau kaya gimana kalau lelet gini. Super, ga bisa diandalkan"
dodi komarudin,1,02/17/2023 18:11:00,"Ko semenjak sudah update bahasa nya jdi bahasa lain sihh,gk bisa pake bahasa indonesia"
Maulana Fikri,1,02/17/2023 15:46:00,aneh gua pilih motor malah yg di pilih mobil apk aneh
Hendrix Rock,1,02/17/2023 11:50:00,Kualitas aplikasi makin jelek alias sangat buruk. Map yg tidak jelas taruh lokasi map selalu alamat susah. Sekalinya bisa dpt driver muterÂ² ditanya di bikin muterÂ² sama map grab. Tidak jelad
Ery Wahyuni Puspitasari,1,02/17/2023 11:47:00,Ini ngapa sih klik warung kok ga keluar ngeblank terus. Kagak jelas!!!!
Cikal Kinaryaning Pangesti,3,02/17/2023 11:25:00,"Driver suka engga liat aplikasi jd gatau klo dpt penumpang, sering banget nunggu lama ternyata dr driver nya sengaja engga mau nerima, tolong diperbaiki lg utk kualitas drivernya klo emg gamau nerima penumpang lagi lebih baik di matiin aplikasinya, terus juga driver sengaja putar arah biar engga lewat dpn lokasi penjemputan... Merugikan bgt"
Ricky Ivan Andianto,2,02/17/2023 07:43:00,"Masih banyak bug, khususnya waktu udah memproses grabfood. Tampilan driver tidak ada dan tampilan glitch dan tidak bisa memberi penilaian pelayanan."
The Darwins,5,02/17/2023 06:14:00,Jaman skrg gak susah2 lagi cari2 minta2 jemputan.. dimana pun kita berada cuman pakai aplikasi ini bisa jalan2 kemana2.. terimakasih
Yogi Bdn,1,02/17/2023 02:12:00,gua bingung ini orang bikin aplikasi cari duit apa ga ya. verifikasi selfie ga jelas gua skip pake yg lain- mau collect data private ya. buat grab car ribet. buat grab food ok.
Heru Apriyanto,2,02/17/2023 01:04:00,"Bertahap meninggalkan Grab, krn semakin lama di grab, diskonÂ² malah makin berkurang, khususnya gf, yg seharusnya sbg konsumen lama mendapatkan perhatian lebih.. dan akhirnya mencoba lebih nyaman di sebelah.. Mohon maaf, saya uninstal dulu.."
Nico Agus Wibiantoro,5,02/17/2023 00:49:00,"driver tidak menjemput penumpang, padahal sudah pick up dengan alasan sudah kedinginan dan tidak bisa di cencel"
Pacay,1,02/17/2023 00:29:00,"Grab cuma jualan atribut. Kita driver baru udah beli atribut mahal2, malah 3 hari nyalain gak ada order yg masuk samasekali. Gausah ngajarin harus begini harus begitu, sy di aplikasi sebelah dr 2016, kalian orang kantor tau apa!!"
moel riyadi,5,02/17/2023 00:06:00,"Aplikasi ojol oleh pihak GRAB sangat membantu dalam aktifitas pekerjaan dan kegiatan usaha dalam membantu service jasa antar jemput dan juga delivery barang, makasih GRAB dan semoga makin banyak promo Nya dan discount Nya untuk pelangan setia penguna Ojol Grab.Terima kasih"
Ana Syaih,5,02/16/2023 16:04:00,"Ada notifikasi hrs update aplikasi tp sdh coba bbrp kali gk bisa"" juga, pdhl sdh mengosongkan memory perangkat nya..tolong bantuan nya ya..."
Gustami Arifin,5,02/16/2023 15:37:00,"Yg terbaik pokokny grab apliktor yg bisa di handalkan,disaat dibutuhkn trimakasih..grab"
Pintore Jh,1,02/16/2023 11:40:00,"Saya sudh sering pakai grab baik mobil atau food tapi astaga pesen makan harus nunggu 1 jam pdhal status sudh dianter driver beritahu dpet 2 orderan tpi ga mikirin yg pesen duluan siapa dan makanan yg dibeli apa keburu dingin atau ga layak makan lgi ðŸ˜¡sabar klo bisa batal mending batal uang kembali masalahnya ga bisa batal, ga mikir pke otak apa ya pesanan saya bisa cair ga enak dimakan lgi, kapok kayaknya beli pke grab lgi ðŸ‘Žmerugikan saja ga boleh batal tpi hrus menerima keadaan! makan"
Rika Melani,5,02/16/2023 09:20:00,aplikasi yg sangat membantu .dan harganya pun untuk grabfood dan grabbikenya lmyan murah .ga Kya yg sebelah aga mahal sering bnyak diskon juga .
Wawan Setiawan Ngawi,1,02/16/2023 08:36:00,Verivikasi wajah naik turun g pernah berhasil g ada respon. Malah buat pusing aja naik turun kepala g ada hasil. Mnding ada tombol atau pake kedip mata
Diah Kesuma,1,02/16/2023 05:39:00,Setelah update kok malah ga bisa buka aplikasi ? Bagaimana nih?
Lukman Anafi,1,02/16/2023 05:27:00,"Tolong lebih di perbaiki lagi,...sinyal full tapi buka grabfod sering ga bisa"
Vina Anggun Purnama,1,02/16/2023 04:37:00,"Sistem grab sekarang jelek banget, driver doubel orderan terus jadi anter pesanan lama dan makanan udah dingin. Tolong cari driver yang ga ada orderan. Ini ga. Nunggu 1.5 jam driver belum nganter ke orderan sebelumbya dan belum sampe di resto."
Rollyta Muhafa,5,02/16/2023 04:22:00,Driver memberi solusi ditengah situasi yang menegangkan karena mengejar kereta api. terima kasih!!
mahfud fadholi,4,02/16/2023 04:06:00,Tolong dong di perbaiki kok lemot amat setiap mau order titiknya di paskan pasti melesat jauh ini gimana sih
Harno Firenze,5,02/16/2023 02:42:00,"sangat cepat pelayanan nya, driver ramah ramah"
Suradi Suradi,2,02/16/2023 00:17:00,Aplikasi semakin buruk gak bisa ganti tujuan bagus sebelumnya bisa ganti tujuan kapan saja.
Ongko Lim,5,02/16/2023 00:00:00,"pertama naik grab cukup nyaman armada sopan,jujur,tepat waktuðŸ‘?"
Faeyza Alya,3,02/15/2023 20:03:00,"Kenapa Aplikasi saya log out,tapi ngga bisa log in lagi...Sudah coba delete & install ulang aplikasi,coba pakai no hp yg lain ,tetap ngga bisa.Terus gimana mau pesan makanan & belanja bahan makanan kalau begini ?Selalu something went wrong...Apanya yang salah...Di 2 hp semua begitu."
Januar Fikri,4,02/15/2023 15:51:00,saya sudah lama memakai aplikasi grab.... semakin lama semakin di butuh kan masarakat barang kali bs semakin baik malah nambah buruk...pelayanan driver kurang memuaskan aplikasi petaya jg krang akurat...
Sumar Sunshine,5,02/15/2023 15:38:00,"aplikasi yg sangat terbaik dan sangat membantu,dan tarif pesanan jga murah sangat terjangkau..sangat bersyukur mendownload aplikasi ni..buat tmanÂ² jgn ragu download aplikasi ni..d.jamin kuota.y ngga bakal siaÂ²ðŸ‘ŒðŸ˜Ž"
Nung Wida,2,02/15/2023 12:10:00,"Sekarang pengantaran ada 3 pilihan <40 mnt,40 mnt dan >40 menit percuma aja kalau pilih yg < atau = 40mnt ujung-ujungnya driver datangnya melebihi dari 40mnt. Alasannya ada dobel pesanan masuk. Khan ga ada gunanya ada 3 pilihan mana makin mahal belum lagi makanan datang kondisi dingin. Tolong dikoreksi kalau ambil yg pengantaran premium atau = waktu minimal driver ga bs dpt 2 orderan jadi customer ga dikecewakan baik dari tarif maupun kondisi makanan."
Muhammad Bahrul 'Ulum,1,02/15/2023 12:02:00,Alamat Tujuan Sering tidak Tersedia.. sudah 3x saya di buat muter muter sama Map nya... Dan akhir nya saya harus telat dan harus bayar double.. tolong di perbaiki dan di lengkapi system map nya...
Darman Pandi,1,02/15/2023 11:31:00,"Ini aplikasi semakin maju/sukses semakin tdk memperhatikan mitranya, taunya cm mencari keuntungan nya aja,menyediakan kendaraan yg dipikir tuk bantu mitra tnyata yg ada cm menindas mitra nya aja, insentif/bonus nya semakin lama semakin kecil/hilang,tolong perbaiki manajemen bagi mitra mu ya bos.."
Kristian Dwi Hendri,1,02/15/2023 11:26:00,"Tiap mau pesan makan, selalu gagal. Makanan sedang dipesankan, tapi kita nggak bisa chat drivernya. Aneh lah, udah nunggunya lama, tahu2 batal .."
Novita Sari,5,02/15/2023 10:07:00,"baik, sangat mudah digunakan dan praktis"
Ape Loe,1,02/15/2023 09:59:00,"gak jadi juga saya instal aplikasi ini di hp saya, sama seperti gojek ribet masuk ke aplikasinya,,, kirim otp hanya bisa ke wa, gak bisa ke nomor hp, tambahkan itu pilihan kirim otp via sms ke nomor hp.!"
oo_ channel,1,02/15/2023 06:39:00,"Aplikasi ga bagus,kirim barang instan aja berasa sameday.. terlalu lama dalam hal apapun !"
Marsudi Utomo,4,02/15/2023 04:44:00,"membantu mempermudah dlm transportasi dan jasa pengiriman, mkn, dan barang."
Supianor Supianor,5,02/15/2023 04:23:00,Berkendara dan pesan makanan lewat grab sangat menyenangkan
Imamatul Awalia,5,02/15/2023 02:41:00,"grab memang terbaik, cepat sampainya dan aman dalam perjalanannya"
Sonni Reza,5,02/15/2023 01:34:00,the best grab pelayanan driver nya ramah dan promo selalu ditingkatkan. saya selalu pilih grab klo naik
Muhamad Yusuf Zulkarnain,1,02/15/2023 01:22:00,Driver express nya ditunggu lama banget. Udah setengah jam ga nyampe malah ganti driver lain. Kecewa lah sama grab. Kelamaan datang nya akhirnya barang nya ga mau di terima sama penerima nya ðŸ‘Ž
Aji Priyatno,1,02/14/2023 15:18:00,Ini aplikasiny perbaiki ya. Mau pesan makan tiap di klik gak muncul menunya alias blank dilayar. Udah laper aplikasi bermasalah
taci taci,1,02/14/2023 14:13:00,Hari ini tgl 14 Feb 23 saya kecewa sekali dengan Grab Express. Pemesanan Instan bukan Sameday dr Jakarta Pusat ke Jakarta Brt bisa2 nya sampai 2 jam stgh. Luar Biasa ! Dan bukannya ada Solusi apa2 setelah saya call ke CS sebanyak 3x. Kenapa bisa punya Driver seperti itu dan customer sangat di rugikan krn saya pakai Instan tapi sampainya melebihi sameday ðŸ‘?
aellia lizzyya,3,02/14/2023 14:02:00,"Halo admin, grab yang tercinta, tolong pertimbangkan buat Adain split payment donggg, bisa pake ovo kalo kurang bisa ditambah cash jugaa plis kek apk sebelah. dan semoga bermurah hati bisa nambah promo promo, terimakasih, i purple u apk ijo ðŸ˜”ðŸ‘?ðŸ?½"
M3 X97,5,02/14/2023 13:47:00,resto tutup apk jalan cutomer gag bisa cancel abang ojek juga tkut kehilangn bintang. kalau pun di cancel pasti timbul reaksi beruntun nyusahin aja lo...
Permatagroups Vulkan,5,02/14/2023 13:39:00,Terus dipertahankan dan ditingkatkan pelayanannya agar semakin mudah cepat dan aman.
Fitria Kusumawati,1,02/14/2023 12:14:00,"Saya kecewa sama drivernya. Kalo emang ga niat narik mbok Yo dimatikan dulu. Pernah juga mungkin drivernya lagi gak mood kali ngasih kembalian ga sopan banget. Boro2 senyum ngasihnya aja semi dilempar. Mau aku kasih bintang 1 si drivernya aku takut didemo. Trus lagi ada ya driver bilang mbak,tolong batalin pesenanya mungkin warungnya tutup. Lahhh kok mungkin? aku tanya emang anda sudah kesana?belum mbak,saya nggak tau tempatnya. Itu ada gmap buat apa coba?ðŸ—¿"
Najib Anwar,5,02/14/2023 11:33:00,sangat membantu perjalanan jadi sangat mudah di jangkau dengan estimasi waktu dan biaya yang ekonomis
Arya Pasenrengi,5,02/14/2023 11:02:00,membantu sekali untuk yg belum punya kendaraan atau malas bawa kendaraan jadi enak keluar rumahðŸ˜?
Yossi Hairoh,5,02/14/2023 08:57:00,"Grab taxi solusi gak mikirin parkir, gak pegel macet, badan lagi capek , lagi gak punya supir, yg nganter sekolah lagi pada sibuk, mobil lagi dipake ayh atw mobil lagi pinjem,qta sedang buru2 bensin hampir abis kudu ke pom bensin bisa tambah telat, lagi ada promo jd lebih murah naik grab drpd pake mobil sendiri, keenanakan jd serba grab"
Toko Online Trisejahtera (By SUSILIAWATI),5,02/14/2023 07:23:00,"Masih beberapa hari gabung di grab,,, karena aku ada di grabfood supaya aku bisa lihat perkembangan Grabfood yang ada di Aplikasi Grab,,, temen temen, bisa lihat menu aku di grabfood ðŸ‘‰ðŸ¥ŸKue Bawang Enak dan Renyah, silahkan di pesan yah, terima kasihðŸ™?"
Julian Tyaspambudi,5,02/14/2023 06:51:00,pelayanan cukup bagus n baik dari antar makanan dn minuman..perlu dibenahi soal harga jangan terlalu mahal dn tolong dibanyakin promonya di seluruh merchant grab.
Roni Serang,5,02/14/2023 01:42:00,bagus membantu sekali cuma banyak sopirr yg bilang terlalu sedikit ngambil keuntung katanya pengen di kurangi 10% dari apl nya tl
Andong's Tv,5,02/13/2023 22:37:00,Tolong kalau buat driver yg pesen kalau pas off harga di murahin ongkir nya hehe
Farras Abiyyu Aziz _237,1,02/13/2023 20:54:00,"Sinkronasi dengan ovo lambat, padahal saya sudah top up ke ovo, tetapi di grab nya tidak masuk saldo masih 0, pelayanan juga tidak 24 jam jadi tidak bisa komplain."
Rahmat Rauf,1,02/13/2023 16:55:00,"Kesulitan membatalkan pesanan, alasan membatalkan karena 2 pesanan sebelumnya harus dibatalkan akibat toko yang tutup setelah melakukan pesanan ke 3 sudah tidak konsentrasi karena 2 jam menunggu pembatalan pesanan sebelumnya alhasil saya melakukan kesalahan lokasi pengiriman. Tatapi kesulitan membatalkan pesanan. Saran ketika ada pembatalan pemesanan untuk tidak di riset lokasinya."
Vera,1,02/13/2023 15:36:00,"Saya melakukan pemesanan grabmart terjadwal menggunkan pembayaran debit, namun saya di debit 2x yaitu saat pesan dan saat brg dkirim, smpe skrg uang saya belom di refund oleh grab, malah pihak grab mengaku bahwa salah satu pendebitan tersebut telah dibatalkan, shingga tidak tersebut padahal jelas jelas d mutasi rek saya itu sudah terpotong, pihak grab tidak profesional, mengulur waktu dan tidak memberi solusi bahkan memberikan alasan yang tak msk akal bahwa pendebitan itu batal, KECEWA, KORUPSI"
Jaka primadasa Jaka primadasa,5,02/13/2023 13:24:00,kalau bisa helm nya di ganti yg lebih baik agar penumpung lebih nyaman
Ud In,2,02/13/2023 12:40:00,Mohon untuk lokasi penjemputan atau tujuan ditambah dan bisa memilih dimana saja lokasi penjemputan.karena di beberapa daerah ada yang tidak tersedia Terimakasih
Jamal Mello,5,02/13/2023 12:25:00,Aplikasi customer gausah dibikin ribet. Yang mudah2 aja seperti dulu. Banyak customer yang pindah ke in driver karna lebih simple n gak ribet
alvin rianto,1,02/13/2023 09:18:00,Ni driver da kenapa semuaaa.. tak kan saya 2 jam tak dapat driver... ya ampuuuun... agak2 lah.. kalau driver yg pemalas tu.. tak yah jadi driver lah.. bdoh sangat ke ape.. tak kan 2 jam tak dapat.. kalau ada selain grab.. lebuh senang saya delete lah..
dian hasibuan,1,02/13/2023 07:17:00,Moho diperbaiki sudah nunggu set. Jam belum dtg juga drivernya gitu mau ganti error terus
Gede Agung Gandes,1,02/13/2023 06:37:00,"Percuma pake pengantaran premium kalo datangnya tetep lama atau lebih dari estimasi, estimasi 30 menit, realisasi bisa 50 menit atau sejam, harusnya kalau lebih dari estimasi ada kompensasi buat customer, karena udah bayar mahal, tapi tetep lama!!!!"
Lee Xia,5,02/13/2023 06:22:00,aplikasi sangat mambantu sekali buat perjalanan mantapp...
andre a,1,02/13/2023 04:15:00,"Tampilan grab mart tambah buruk, skg g bisa lihat mana toko ygvada promo mana yg tidak, malah wasting time, balikin versi yg lama nya, lebih g friendly user yg versi skg"
kang partono tv,5,02/13/2023 03:43:00,luar biasa gak lama nunggu jemputan nya dan pastinya murah meriah
Devi Krismayanti,3,02/13/2023 02:42:00,"Buat driver kalo anterin paket/ barang gak usah photo muka lah, cukup bawaannya aja."
Mirta Asyhara,1,02/13/2023 01:28:00,"Karna Setiap Promo Selalu habis!!! Padahal Pakai aja belum ðŸ˜Š Hmm semoga sadar deh dan dipanjang umur!! terus kenapa grab selalu sibuk, padahal hujan tidak Saya tambahin, saya pesan grab expeess tidak bisa tunai itu maksudnya gimana Kita harus pakai Ovo"
Aimmatul Mufarrichah,5,02/13/2023 00:54:00,Alhamdulillaah... Selama pakai ndak banyak kendala. Kendalanya ya di susah sinyal sih .... Semoga bisa berkembang lebih baik.
Yuli Rahmad,5,02/13/2023 00:04:00,sangat membantu ketika butuh fasilitas kendaraan umum
nisa,1,02/12/2023 12:32:00,"Sangat usefull, tp sayang tidak memperhatikan apa ditayangkan saat aplikasi digunakan.. cuplikan adegan syur film kok ditayangkan? Mengganggu sekali"
Khairil Fuadi,5,02/12/2023 12:03:00,"perjalanan yg menyenangkan drivernya asyik, mengendaranya kencang tapi tetap mengutamakan keselamatan"
Taufiq Praditya,1,02/12/2023 10:48:00,"Kok mau sign up/daftar verifikasi tidak bisa terus, atau error"
ikhsana aja,1,02/12/2023 01:29:00,"Maaf saya kadih bitang 1, karena saya tidak merasa pesan langanan di potong terus, kalau mau potong jangan otomatis kasian duit nya yang ngumpulin di ovo jadi abis. Kalau mau adain fitur setuju atau tidak soalnya, ada yang juga ga mesen grab. Sekali lagi maaf nya izin dulu walaupun itu langanan."
My Moona,3,02/11/2023 23:55:00,"Sulit mendeteksi lokasi,kadang kesulitan cari alamat,padahal gak plosokðŸ¥º"
Aini Huang,1,02/11/2023 15:16:00,"Merepotkan sekali saat pesanan makanan tidak diterima tapi tidam bisa menghubungi pengemudi. Saat pesanan dibuat selesai, sedangkan belum diterima, sudah tidak bisa chat dengan pengemudi. Mendingan saya pake aplikasi yg satu lagi g*j*k."
nita veronica,1,02/11/2023 14:56:00,"Kenapa beberapa hari ini grab motor tidak bisa mencari kendaraan yaa?! Sedangkan Saya pakai aplikasi grab punya teman Saya langsung dapat,kenapa Coba ??? Udah sering dapet pengendara yang gk sopan dan kurang ajar,tolong dong di perbaiki ,masa ada diskriminasi sih di aplikasi Saya Muter2 terus Cari kendaraan ,Coba perhatikan Kenyamanan penguna grab lebih lagi ,Terima kasih"
MAHKOTA MIKAYLA MARITZA,4,02/11/2023 13:26:00,"mantap,,cepat pengiriman"
Aang Kunaefie,5,02/11/2023 13:17:00,"bagi saudara atau kerabat yg membutuhkan transfortasi grab aja pilihan yg sangat dianjurkan/ baik, drivernya ramah service nya memuaskan"
Lativa Hartiningtyas,3,02/11/2023 12:24:00,"Maps nya sering menyesatkan... Pdhl sudah di pin sesuai google maps, tapi ternyata tetap ga sesuai dengan aslinya"
Zainal Zein,5,02/11/2023 11:55:00,"sangat membantu,, walau kadang terhalang jaringan"
Rahman Figure,5,02/11/2023 08:46:00,lebih cepat proses pengantaran ya.. dan ongkirnya lumayan terjangkau
iwan arisetiawan,1,02/11/2023 08:07:00,gimna ini saya uda update dan mau order ga bisa bisa terus aplikasinya selalu balik ke awal...kecwa tolong d perbaiki tks
Poej Ammar,2,02/11/2023 07:04:00,"Grab kenapa mapsnya ribet, banyak titik yg ga ada, padahal diaplikasi sebelah ada.malesin"
Meisya Aura,3,02/11/2023 01:57:00,"Grab Jadi lama nunggu driver nya padahal dlu cepet banget driver nya datang, kenapa sering eror aplikasi buat driver nya jadi driver nya muter-muter.."
Doni Irawan,1,02/10/2023 15:55:00,"Tolong untuk penerimaan driver baru di tutup dulu soal nya ga ada order emang ga kasian lihat driver pada nyender ga ada order,dan klau mau menerima driver tlong di training mengemudi dulu soalnya banyak yang hanya sekedar bisa bawa mobil saja ini demi keselamatan driver dan penumpang terimakasih."
Jingga Jil Carissa,5,02/10/2023 15:01:00,"Aplikasi ini bagus banget, aku suka desainnya yang user friendly, cocok banget sama aku. Apalagi drivernya selama ini syukur ketemu sama orang yang ramah - ramah, harganya juga lebih murah dan terjangkau. Bintang 5 buat aplikasi ini!!"
Wendaa A.S,1,02/10/2023 14:06:00,Sangat buruk hp satu dengan hp lain beda ongkir .. vocer dari grab kadang tidak berlaku tidak bisa dipakai ... Klo layananya seperti ini berhenti saja .. sangat buruk sekali
Bayu,4,02/10/2023 13:38:00,"Maaf, saya kurangi bintangnya. Terjadi bug di batalkan pesanan, saya sudah klik batal pesanan tetapi drivernya merasa terpanggil apakah saya membatalkan pesanan. Itu saja masalah yang saya terima, tolong kedepannya kurangi hal seperti ituðŸ™?."
Jangkrikalam01,4,02/10/2023 13:21:00,"Grab bikin mudah tapi pembayaran selalu jarang dapat ongkir yg lebih murah lagg. Semoga nanti bisa dimurahin ongkosnya, layanan cukup baik yg pernah saya pesan ofline boleh nego dapat murah sewaktu dulu pernah sy gunakan."
mei lian terah,5,02/10/2023 12:07:00,Bapaknya ramah dan mobilnya bagus dan rapih. terima kasih Bapak
Heyown,5,02/10/2023 12:03:00,"Sejauh ini bagus bagus aja, gak ada kendala, perbanyak voucher, dan promo ya grab"
Wildan Afwan,5,02/10/2023 11:29:00,membantu banget buat bepergian dengan jarak yang jauh driver nya ramah dan nyaman
Iskandar Agung,5,02/10/2023 10:45:00,"pesanan direspon cepat,masakan nya mantab.."
Dimas Harist,5,02/10/2023 07:33:00,grab membantu perjalanan menjadi lebih nyaman dan aman
Darma Maji,3,02/10/2023 03:15:00,"dikota besar bagus pelayanannya cepat dan sesuai dengan yg tertera pembayarannya, tapi kalau dikota kecil banyak alasan dan akhirnya disuruh cancel dan tarif yg harus dibayar pasti lebih dari yg ada diaplikasi"
Salsa Bila,5,02/10/2023 02:54:00,supir ramah baik n bawa kendaraan halus.
sis darwanto,4,02/10/2023 01:57:00,"Semingguan grabfood resto di klik seringnya nge'blank layar putih doang, ga muncul menuÂ² resto.... Laper mau mesen makanan jadi badmood ðŸ¤¦ðŸ¤¦ðŸ¤¦ðŸ¤¦"
Agnes Pricillia,2,02/09/2023 16:09:00,"Jujur saya sangat kecewa terhadap karya wan grab saya sudah beli mi gacoan masih ada uang kembali an saya yang belum di kembali kan ke saya dengan alasan gk bawa uang kembali an malah saya di kasih sepuluh ribu aja itu masih kurang uang kembali an saya , semangat untuk grab saya sangat suka dengan pelayanan kurir nya meskipun banyak yang telat dan kadang agak lama pengiriman makan nya"
Faisal 1998,1,02/09/2023 12:24:00,"Saya tidak bisa membatalkan pesanan, saya berusaha membatalkan pesanan karena salah pencet ke alamat yang dituju. Ujung2nya malah pesan 2. saya jadi dapat masalah besar"
Dimas Gumelar,2,02/09/2023 11:11:00,"Aplikasi gimana si map nya galengkap. Ngaco gasesuai titik gak ada nama. Dicari ga bisa di pin ngaco, ditambahin manual gabisa .."
Ganang Pamungkas,1,02/09/2023 10:15:00,"Mau pake grab jastip ajh selalu pemesanan tidak dproses, udh coba brbagai metode pembayaran ttp gk bisa Ngapain bkin jastip klo gk bsa dpake lol"
Helena,1,02/09/2023 09:43:00,"Aplikasi sering bug, buat liat makanan malah muncul layar putih"
inti dhomatul,5,02/09/2023 05:11:00,"jangkauannya lebih di perluas LG dong,kadang masih suka lama nyari driver terdekat"
Inawaty Benny,1,02/09/2023 05:08:00,sempurna..dari layanan dan kecepatannya..ðŸ‘?
